Edges, Generation, Pheromone
fg, 1, 0.591921
rs, 1, 0.414315
ln, 1, 0.557444
tv, 1, 0.599891
fi, 1, 0.654936
pu, 1, 0.527666
rw, 1, 0.467876
bh, 1, 0.467876
pv, 1, 0.490099
ya, 1, 0.699288
ju, 1, 0.527666
yf, 1, 0.649521
jy, 1, 0.713648
bw, 1, 0.467876
od, 1, 0.669765
oj, 1, 0.669765
ie, 1, 0.504441
kj, 1, 0.552703
ml, 1, 0.616746
qp, 1, 0.555631
cd, 1, 0.986394
ad, 1, 0.871750
eh, 1, 0.467876
qv, 1, 0.555631
gn, 1, 0.557444
gr, 1, 0.477133
kv, 1, 0.552703
mx, 1, 0.616746
ta, 1, 0.599891
es, 1, 0.414315
iz, 1, 0.720149
ax, 1, 0.616746
cz, 1, 0.986394
lf, 1, 0.615255
fg, 2, 0.481026
rs, 2, 0.322725
ln, 2, 0.473329
tv, 2, 0.581679
fi, 2, 0.580426
pu, 2, 0.424918
rw, 2, 0.307327
bh, 2, 0.307327
pv, 2, 0.401199
ya, 2, 0.806843
ju, 2, 0.424918
yf, 2, 0.575995
jy, 2, 0.715886
bw, 2, 0.307327
od, 2, 0.666890
oj, 2, 0.666890
ie, 2, 0.348298
kj, 2, 0.545450
ml, 2, 0.673969
qp, 2, 0.386084
cd, 2, 1.573409
ad, 2, 1.416921
eh, 2, 0.307327
qv, 2, 0.386084
gn, 2, 0.473329
gr, 2, 0.376129
kv, 2, 0.545450
mx, 2, 0.673969
ta, 2, 0.581679
es, 2, 0.322725
iz, 2, 0.663494
ax, 2, 0.673969
cz, 2, 1.573409
lf, 2, 0.643477
fg, 3, 0.359555
rs, 3, 0.179950
ln, 3, 0.299906
tv, 3, 0.582275
fi, 3, 0.597138
pu, 3, 0.313149
rw, 3, 0.122858
bh, 3, 0.122858
pv, 3, 0.398436
ya, 3, 0.732806
ju, 3, 0.313149
yf, 3, 0.556865
jy, 3, 0.799069
bw, 3, 0.122858
od, 3, 0.683175
oj, 3, 0.683175
ie, 3, 0.180297
kj, 3, 0.595516
ml, 3, 0.597208
qp, 3, 0.309641
cd, 3, 2.455976
ad, 3, 2.386019
eh, 3, 0.122858
qv, 3, 0.309641
gn, 3, 0.299906
gr, 3, 0.186124
kv, 3, 0.595516
mx, 3, 0.597208
ta, 3, 0.582275
es, 3, 0.179950
iz, 3, 0.646088
ax, 3, 0.597208
cz, 3, 2.455976
lf, 3, 0.557359
fg, 4, 0.194015
rs, 4, 0.052355
ln, 4, 0.199153
tv, 4, 0.445679
fi, 4, 0.262327
pu, 4, 0.188655
rw, 4, 0.029707
bh, 4, 0.029707
pv, 4, 0.290148
ya, 4, 0.630508
ju, 4, 0.188655
yf, 4, 0.423737
jy, 4, 0.665211
bw, 4, 0.029707
od, 4, 0.492675
oj, 4, 0.492675
ie, 4, 0.052407
kj, 4, 0.442474
ml, 4, 0.282821
qp, 4, 0.187142
cd, 4, 3.315389
ad, 4, 3.304896
eh, 4, 0.029707
qv, 4, 0.187142
gn, 4, 0.199153
gr, 4, 0.053281
kv, 4, 0.442474
mx, 4, 0.282821
ta, 4, 0.445679
es, 4, 0.052355
iz, 4, 0.295033
ax, 4, 0.282821
cz, 4, 3.315389
lf, 4, 0.301581
fg, 5, 0.057799
rs, 5, 0.019006
ln, 5, 0.058569
tv, 5, 0.107281
fi, 5, 0.143724
pu, 5, 0.060698
rw, 5, 0.015608
bh, 5, 0.015608
pv, 5, 0.126016
ya, 5, 0.354432
ju, 5, 0.060698
yf, 5, 0.166266
jy, 5, 0.316326
bw, 5, 0.015608
od, 5, 0.341365
oj, 5, 0.341365
ie, 5, 0.007861
kj, 5, 0.148865
ml, 5, 0.116550
qp, 5, 0.092383
cd, 5, 3.999835
ad, 5, 3.998261
eh, 5, 0.015608
qv, 5, 0.092383
gn, 5, 0.058569
gr, 5, 0.019145
kv, 5, 0.148865
mx, 5, 0.116550
ta, 5, 0.107281
es, 5, 0.019006
iz, 5, 0.148630
ax, 5, 0.116550
cz, 5, 3.999835
lf, 5, 0.119364
fg, 6, 0.033260
rs, 6, 0.002851
ln, 6, 0.033376
tv, 6, 0.016092
fi, 6, 0.046149
pu, 6, 0.009105
rw, 6, 0.002341
bh, 6, 0.002341
pv, 6, 0.018902
ya, 6, 0.125356
ju, 6, 0.009105
yf, 6, 0.082139
jy, 6, 0.127659
bw, 6, 0.002341
od, 6, 0.131415
oj, 6, 0.131415
ie, 6, 0.001179
kj, 6, 0.022330
ml, 6, 0.050091
qp, 6, 0.013857
cd, 6, 4.358621
ad, 6, 4.358385
eh, 6, 0.002341
qv, 6, 0.013857
gn, 6, 0.033376
gr, 6, 0.002872
kv, 6, 0.022330
mx, 6, 0.050091
ta, 6, 0.016092
es, 6, 0.002851
iz, 6, 0.046885
ax, 6, 0.050091
cz, 6, 4.358621
lf, 6, 0.075103
fg, 7, 0.004989
rs, 7, 0.000428
ln, 7, 0.005006
tv, 7, 0.002414
fi, 7, 0.006922
pu, 7, 0.001366
rw, 7, 0.000351
bh, 7, 0.000351
pv, 7, 0.002835
ya, 7, 0.018803
ju, 7, 0.001366
yf, 7, 0.030839
jy, 7, 0.037667
bw, 7, 0.000351
od, 7, 0.038231
oj, 7, 0.038231
ie, 7, 0.000177
kj, 7, 0.003349
ml, 7, 0.026032
qp, 7, 0.002079
cd, 7, 4.480004
ad, 7, 4.479969
eh, 7, 0.000351
qv, 7, 0.002079
gn, 7, 0.005006
gr, 7, 0.000431
kv, 7, 0.003349
mx, 7, 0.026032
ta, 7, 0.002414
es, 7, 0.000428
iz, 7, 0.007033
ax, 7, 0.026032
cz, 7, 4.480004
lf, 7, 0.029784
fg, 8, 0.000748
rs, 8, 0.000064
ln, 8, 0.000751
tv, 8, 0.000362
fi, 8, 0.001038
pu, 8, 0.000205
rw, 8, 0.000053
bh, 8, 0.000053
pv, 8, 0.000425
ya, 8, 0.002821
ju, 8, 0.000205
yf, 8, 0.004626
jy, 8, 0.005650
bw, 8, 0.000053
od, 8, 0.005735
oj, 8, 0.005735
ie, 8, 0.000027
kj, 8, 0.000502
ml, 8, 0.003905
qp, 8, 0.000312
cd, 8, 4.518154
ad, 8, 4.518149
eh, 8, 0.000053
qv, 8, 0.000312
gn, 8, 0.000751
gr, 8, 0.000065
kv, 8, 0.000502
mx, 8, 0.003905
ta, 8, 0.000362
es, 8, 0.000064
iz, 8, 0.001055
ax, 8, 0.003905
cz, 8, 4.518154
lf, 8, 0.004468
fg, 9, 0.000112
rs, 9, 0.000010
ln, 9, 0.000113
tv, 9, 0.000054
fi, 9, 0.000156
pu, 9, 0.000031
rw, 9, 0.000008
bh, 9, 0.000008
pv, 9, 0.000064
ya, 9, 0.000423
ju, 9, 0.000031
yf, 9, 0.000694
jy, 9, 0.000848
bw, 9, 0.000008
od, 9, 0.000860
oj, 9, 0.000860
ie, 9, 0.000004
kj, 9, 0.000075
ml, 9, 0.000586
qp, 9, 0.000047
cd, 9, 4.523877
ad, 9, 4.523876
eh, 9, 0.000008
qv, 9, 0.000047
gn, 9, 0.000113
gr, 9, 0.000010
kv, 9, 0.000075
mx, 9, 0.000586
ta, 9, 0.000054
es, 9, 0.000010
iz, 9, 0.000158
ax, 9, 0.000586
cz, 9, 4.523877
lf, 9, 0.000670
fg, 10, 0.000017
rs, 10, 0.000001
ln, 10, 0.000017
tv, 10, 0.000008
fi, 10, 0.000023
pu, 10, 0.000005
rw, 10, 0.000001
bh, 10, 0.000001
pv, 10, 0.000010
ya, 10, 0.000063
ju, 10, 0.000005
yf, 10, 0.000104
jy, 10, 0.000127
bw, 10, 0.000001
od, 10, 0.000129
oj, 10, 0.000129
ie, 10, 0.000001
kj, 10, 0.000011
ml, 10, 0.000088
qp, 10, 0.000007
cd, 10, 4.524735
ad, 10, 4.524735
eh, 10, 0.000001
qv, 10, 0.000007
gn, 10, 0.000017
gr, 10, 0.000001
kv, 10, 0.000011
mx, 10, 0.000088
ta, 10, 0.000008
es, 10, 0.000001
iz, 10, 0.000024
ax, 10, 0.000088
cz, 10, 4.524735
lf, 10, 0.000101
fg, 11, 0.000003
rs, 11, 0.000000
ln, 11, 0.000003
tv, 11, 0.000001
fi, 11, 0.000004
pu, 11, 0.000001
rw, 11, 0.000000
bh, 11, 0.000000
pv, 11, 0.000001
ya, 11, 0.000010
ju, 11, 0.000001
yf, 11, 0.000016
jy, 11, 0.000019
bw, 11, 0.000000
od, 11, 0.000019
oj, 11, 0.000019
ie, 11, 0.000000
kj, 11, 0.000002
ml, 11, 0.000013
qp, 11, 0.000001
cd, 11, 4.524864
ad, 11, 4.524864
eh, 11, 0.000000
qv, 11, 0.000001
gn, 11, 0.000003
gr, 11, 0.000000
kv, 11, 0.000002
mx, 11, 0.000013
ta, 11, 0.000001
es, 11, 0.000000
iz, 11, 0.000004
ax, 11, 0.000013
cz, 11, 4.524864
lf, 11, 0.000015
fg, 12, 0.000000
rs, 12, 0.000000
ln, 12, 0.000000
tv, 12, 0.000000
fi, 12, 0.000001
pu, 12, 0.000000
rw, 12, 0.000000
bh, 12, 0.000000
pv, 12, 0.000000
ya, 12, 0.000001
ju, 12, 0.000000
yf, 12, 0.000002
jy, 12, 0.000003
bw, 12, 0.000000
od, 12, 0.000003
oj, 12, 0.000003
ie, 12, 0.000000
kj, 12, 0.000000
ml, 12, 0.000002
qp, 12, 0.000000
cd, 12, 4.524883
ad, 12, 4.524883
eh, 12, 0.000000
qv, 12, 0.000000
gn, 12, 0.000000
gr, 12, 0.000000
kv, 12, 0.000000
mx, 12, 0.000002
ta, 12, 0.000000
es, 12, 0.000000
iz, 12, 0.000001
ax, 12, 0.000002
cz, 12, 4.524883
lf, 12, 0.000002
fg, 13, 0.000000
rs, 13, 0.000000
ln, 13, 0.000000
tv, 13, 0.000000
fi, 13, 0.000000
pu, 13, 0.000000
rw, 13, 0.000000
bh, 13, 0.000000
pv, 13, 0.000000
ya, 13, 0.000000
ju, 13, 0.000000
yf, 13, 0.000000
jy, 13, 0.000000
bw, 13, 0.000000
od, 13, 0.000000
oj, 13, 0.000000
ie, 13, 0.000000
kj, 13, 0.000000
ml, 13, 0.000000
qp, 13, 0.000000
cd, 13, 4.524886
ad, 13, 4.524886
eh, 13, 0.000000
qv, 13, 0.000000
gn, 13, 0.000000
gr, 13, 0.000000
kv, 13, 0.000000
mx, 13, 0.000000
ta, 13, 0.000000
es, 13, 0.000000
iz, 13, 0.000000
ax, 13, 0.000000
cz, 13, 4.524886
lf, 13, 0.000000
fg, 14, 0.000000
rs, 14, 0.000000
ln, 14, 0.000000
tv, 14, 0.000000
fi, 14, 0.000000
pu, 14, 0.000000
rw, 14, 0.000000
bh, 14, 0.000000
pv, 14, 0.000000
ya, 14, 0.000000
ju, 14, 0.000000
yf, 14, 0.000000
jy, 14, 0.000000
bw, 14, 0.000000
od, 14, 0.000000
oj, 14, 0.000000
ie, 14, 0.000000
kj, 14, 0.000000
ml, 14, 0.000000
qp, 14, 0.000000
cd, 14, 4.524887
ad, 14, 4.524887
eh, 14, 0.000000
qv, 14, 0.000000
gn, 14, 0.000000
gr, 14, 0.000000
kv, 14, 0.000000
mx, 14, 0.000000
ta, 14, 0.000000
es, 14, 0.000000
iz, 14, 0.000000
ax, 14, 0.000000
cz, 14, 4.524887
lf, 14, 0.000000
fg, 15, 0.000000
rs, 15, 0.000000
ln, 15, 0.000000
tv, 15, 0.000000
fi, 15, 0.000000
pu, 15, 0.000000
rw, 15, 0.000000
bh, 15, 0.000000
pv, 15, 0.000000
ya, 15, 0.000000
ju, 15, 0.000000
yf, 15, 0.000000
jy, 15, 0.000000
bw, 15, 0.000000
od, 15, 0.000000
oj, 15, 0.000000
ie, 15, 0.000000
kj, 15, 0.000000
ml, 15, 0.000000
qp, 15, 0.000000
cd, 15, 4.524887
ad, 15, 4.524887
eh, 15, 0.000000
qv, 15, 0.000000
gn, 15, 0.000000
gr, 15, 0.000000
kv, 15, 0.000000
mx, 15, 0.000000
ta, 15, 0.000000
es, 15, 0.000000
iz, 15, 0.000000
ax, 15, 0.000000
cz, 15, 4.524887
lf, 15, 0.000000
fg, 16, 0.000000
rs, 16, 0.000000
ln, 16, 0.000000
tv, 16, 0.000000
fi, 16, 0.000000
pu, 16, 0.000000
rw, 16, 0.000000
bh, 16, 0.000000
pv, 16, 0.000000
ya, 16, 0.000000
ju, 16, 0.000000
yf, 16, 0.000000
jy, 16, 0.000000
bw, 16, 0.000000
od, 16, 0.000000
oj, 16, 0.000000
ie, 16, 0.000000
kj, 16, 0.000000
ml, 16, 0.000000
qp, 16, 0.000000
cd, 16, 4.524887
ad, 16, 4.524887
eh, 16, 0.000000
qv, 16, 0.000000
gn, 16, 0.000000
gr, 16, 0.000000
kv, 16, 0.000000
mx, 16, 0.000000
ta, 16, 0.000000
es, 16, 0.000000
iz, 16, 0.000000
ax, 16, 0.000000
cz, 16, 4.524887
lf, 16, 0.000000
fg, 17, 0.000000
rs, 17, 0.000000
ln, 17, 0.000000
tv, 17, 0.000000
fi, 17, 0.000000
pu, 17, 0.000000
rw, 17, 0.000000
bh, 17, 0.000000
pv, 17, 0.000000
ya, 17, 0.000000
ju, 17, 0.000000
yf, 17, 0.000000
jy, 17, 0.000000
bw, 17, 0.000000
od, 17, 0.000000
oj, 17, 0.000000
ie, 17, 0.000000
kj, 17, 0.000000
ml, 17, 0.000000
qp, 17, 0.000000
cd, 17, 4.524887
ad, 17, 4.524887
eh, 17, 0.000000
qv, 17, 0.000000
gn, 17, 0.000000
gr, 17, 0.000000
kv, 17, 0.000000
mx, 17, 0.000000
ta, 17, 0.000000
es, 17, 0.000000
iz, 17, 0.000000
ax, 17, 0.000000
cz, 17, 4.524887
lf, 17, 0.000000
fg, 18, 0.000000
rs, 18, 0.000000
ln, 18, 0.000000
tv, 18, 0.000000
fi, 18, 0.000000
pu, 18, 0.000000
rw, 18, 0.000000
bh, 18, 0.000000
pv, 18, 0.000000
ya, 18, 0.000000
ju, 18, 0.000000
yf, 18, 0.000000
jy, 18, 0.000000
bw, 18, 0.000000
od, 18, 0.000000
oj, 18, 0.000000
ie, 18, 0.000000
kj, 18, 0.000000
ml, 18, 0.000000
qp, 18, 0.000000
cd, 18, 4.524887
ad, 18, 4.524887
eh, 18, 0.000000
qv, 18, 0.000000
gn, 18, 0.000000
gr, 18, 0.000000
kv, 18, 0.000000
mx, 18, 0.000000
ta, 18, 0.000000
es, 18, 0.000000
iz, 18, 0.000000
ax, 18, 0.000000
cz, 18, 4.524887
lf, 18, 0.000000
fg, 19, 0.000000
rs, 19, 0.000000
ln, 19, 0.000000
tv, 19, 0.000000
fi, 19, 0.000000
pu, 19, 0.000000
rw, 19, 0.000000
bh, 19, 0.000000
pv, 19, 0.000000
ya, 19, 0.000000
ju, 19, 0.000000
yf, 19, 0.000000
jy, 19, 0.000000
bw, 19, 0.000000
od, 19, 0.000000
oj, 19, 0.000000
ie, 19, 0.000000
kj, 19, 0.000000
ml, 19, 0.000000
qp, 19, 0.000000
cd, 19, 4.524887
ad, 19, 4.524887
eh, 19, 0.000000
qv, 19, 0.000000
gn, 19, 0.000000
gr, 19, 0.000000
kv, 19, 0.000000
mx, 19, 0.000000
ta, 19, 0.000000
es, 19, 0.000000
iz, 19, 0.000000
ax, 19, 0.000000
cz, 19, 4.524887
lf, 19, 0.000000
fg, 20, 0.000000
rs, 20, 0.000000
ln, 20, 0.000000
tv, 20, 0.000000
fi, 20, 0.000000
pu, 20, 0.000000
rw, 20, 0.000000
bh, 20, 0.000000
pv, 20, 0.000000
ya, 20, 0.000000
ju, 20, 0.000000
yf, 20, 0.000000
jy, 20, 0.000000
bw, 20, 0.000000
od, 20, 0.000000
oj, 20, 0.000000
ie, 20, 0.000000
kj, 20, 0.000000
ml, 20, 0.000000
qp, 20, 0.000000
cd, 20, 4.524887
ad, 20, 4.524887
eh, 20, 0.000000
qv, 20, 0.000000
gn, 20, 0.000000
gr, 20, 0.000000
kv, 20, 0.000000
mx, 20, 0.000000
ta, 20, 0.000000
es, 20, 0.000000
iz, 20, 0.000000
ax, 20, 0.000000
cz, 20, 4.524887
lf, 20, 0.000000
fg, 21, 0.000000
rs, 21, 0.000000
ln, 21, 0.000000
tv, 21, 0.000000
fi, 21, 0.000000
pu, 21, 0.000000
rw, 21, 0.000000
bh, 21, 0.000000
pv, 21, 0.000000
ya, 21, 0.000000
ju, 21, 0.000000
yf, 21, 0.000000
jy, 21, 0.000000
bw, 21, 0.000000
od, 21, 0.000000
oj, 21, 0.000000
ie, 21, 0.000000
kj, 21, 0.000000
ml, 21, 0.000000
qp, 21, 0.000000
cd, 21, 4.524887
ad, 21, 4.524887
eh, 21, 0.000000
qv, 21, 0.000000
gn, 21, 0.000000
gr, 21, 0.000000
kv, 21, 0.000000
mx, 21, 0.000000
ta, 21, 0.000000
es, 21, 0.000000
iz, 21, 0.000000
ax, 21, 0.000000
cz, 21, 4.524887
lf, 21, 0.000000
fg, 22, 0.000000
rs, 22, 0.000000
ln, 22, 0.000000
tv, 22, 0.000000
fi, 22, 0.000000
pu, 22, 0.000000
rw, 22, 0.000000
bh, 22, 0.000000
pv, 22, 0.000000
ya, 22, 0.000000
ju, 22, 0.000000
yf, 22, 0.000000
jy, 22, 0.000000
bw, 22, 0.000000
od, 22, 0.000000
oj, 22, 0.000000
ie, 22, 0.000000
kj, 22, 0.000000
ml, 22, 0.000000
qp, 22, 0.000000
cd, 22, 4.524887
ad, 22, 4.524887
eh, 22, 0.000000
qv, 22, 0.000000
gn, 22, 0.000000
gr, 22, 0.000000
kv, 22, 0.000000
mx, 22, 0.000000
ta, 22, 0.000000
es, 22, 0.000000
iz, 22, 0.000000
ax, 22, 0.000000
cz, 22, 4.524887
lf, 22, 0.000000
fg, 23, 0.000000
rs, 23, 0.000000
ln, 23, 0.000000
tv, 23, 0.000000
fi, 23, 0.000000
pu, 23, 0.000000
rw, 23, 0.000000
bh, 23, 0.000000
pv, 23, 0.000000
ya, 23, 0.000000
ju, 23, 0.000000
yf, 23, 0.000000
jy, 23, 0.000000
bw, 23, 0.000000
od, 23, 0.000000
oj, 23, 0.000000
ie, 23, 0.000000
kj, 23, 0.000000
ml, 23, 0.000000
qp, 23, 0.000000
cd, 23, 4.524887
ad, 23, 4.524887
eh, 23, 0.000000
qv, 23, 0.000000
gn, 23, 0.000000
gr, 23, 0.000000
kv, 23, 0.000000
mx, 23, 0.000000
ta, 23, 0.000000
es, 23, 0.000000
iz, 23, 0.000000
ax, 23, 0.000000
cz, 23, 4.524887
lf, 23, 0.000000
fg, 24, 0.000000
rs, 24, 0.000000
ln, 24, 0.000000
tv, 24, 0.000000
fi, 24, 0.000000
pu, 24, 0.000000
rw, 24, 0.000000
bh, 24, 0.000000
pv, 24, 0.000000
ya, 24, 0.000000
ju, 24, 0.000000
yf, 24, 0.000000
jy, 24, 0.000000
bw, 24, 0.000000
od, 24, 0.000000
oj, 24, 0.000000
ie, 24, 0.000000
kj, 24, 0.000000
ml, 24, 0.000000
qp, 24, 0.000000
cd, 24, 4.524887
ad, 24, 4.524887
eh, 24, 0.000000
qv, 24, 0.000000
gn, 24, 0.000000
gr, 24, 0.000000
kv, 24, 0.000000
mx, 24, 0.000000
ta, 24, 0.000000
es, 24, 0.000000
iz, 24, 0.000000
ax, 24, 0.000000
cz, 24, 4.524887
lf, 24, 0.000000
fg, 25, 0.000000
rs, 25, 0.000000
ln, 25, 0.000000
tv, 25, 0.000000
fi, 25, 0.000000
pu, 25, 0.000000
rw, 25, 0.000000
bh, 25, 0.000000
pv, 25, 0.000000
ya, 25, 0.000000
ju, 25, 0.000000
yf, 25, 0.000000
jy, 25, 0.000000
bw, 25, 0.000000
od, 25, 0.000000
oj, 25, 0.000000
ie, 25, 0.000000
kj, 25, 0.000000
ml, 25, 0.000000
qp, 25, 0.000000
cd, 25, 4.524887
ad, 25, 4.524887
eh, 25, 0.000000
qv, 25, 0.000000
gn, 25, 0.000000
gr, 25, 0.000000
kv, 25, 0.000000
mx, 25, 0.000000
ta, 25, 0.000000
es, 25, 0.000000
iz, 25, 0.000000
ax, 25, 0.000000
cz, 25, 4.524887
lf, 25, 0.000000
fg, 26, 0.000000
rs, 26, 0.000000
ln, 26, 0.000000
tv, 26, 0.000000
fi, 26, 0.000000
pu, 26, 0.000000
rw, 26, 0.000000
bh, 26, 0.000000
pv, 26, 0.000000
ya, 26, 0.000000
ju, 26, 0.000000
yf, 26, 0.000000
jy, 26, 0.000000
bw, 26, 0.000000
od, 26, 0.000000
oj, 26, 0.000000
ie, 26, 0.000000
kj, 26, 0.000000
ml, 26, 0.000000
qp, 26, 0.000000
cd, 26, 4.524887
ad, 26, 4.524887
eh, 26, 0.000000
qv, 26, 0.000000
gn, 26, 0.000000
gr, 26, 0.000000
kv, 26, 0.000000
mx, 26, 0.000000
ta, 26, 0.000000
es, 26, 0.000000
iz, 26, 0.000000
ax, 26, 0.000000
cz, 26, 4.524887
lf, 26, 0.000000
fg, 27, 0.000000
rs, 27, 0.000000
ln, 27, 0.000000
tv, 27, 0.000000
fi, 27, 0.000000
pu, 27, 0.000000
rw, 27, 0.000000
bh, 27, 0.000000
pv, 27, 0.000000
ya, 27, 0.000000
ju, 27, 0.000000
yf, 27, 0.000000
jy, 27, 0.000000
bw, 27, 0.000000
od, 27, 0.000000
oj, 27, 0.000000
ie, 27, 0.000000
kj, 27, 0.000000
ml, 27, 0.000000
qp, 27, 0.000000
cd, 27, 4.524887
ad, 27, 4.524887
eh, 27, 0.000000
qv, 27, 0.000000
gn, 27, 0.000000
gr, 27, 0.000000
kv, 27, 0.000000
mx, 27, 0.000000
ta, 27, 0.000000
es, 27, 0.000000
iz, 27, 0.000000
ax, 27, 0.000000
cz, 27, 4.524887
lf, 27, 0.000000
fg, 28, 0.000000
rs, 28, 0.000000
ln, 28, 0.000000
tv, 28, 0.000000
fi, 28, 0.000000
pu, 28, 0.000000
rw, 28, 0.000000
bh, 28, 0.000000
pv, 28, 0.000000
ya, 28, 0.000000
ju, 28, 0.000000
yf, 28, 0.000000
jy, 28, 0.000000
bw, 28, 0.000000
od, 28, 0.000000
oj, 28, 0.000000
ie, 28, 0.000000
kj, 28, 0.000000
ml, 28, 0.000000
qp, 28, 0.000000
cd, 28, 4.524887
ad, 28, 4.524887
eh, 28, 0.000000
qv, 28, 0.000000
gn, 28, 0.000000
gr, 28, 0.000000
kv, 28, 0.000000
mx, 28, 0.000000
ta, 28, 0.000000
es, 28, 0.000000
iz, 28, 0.000000
ax, 28, 0.000000
cz, 28, 4.524887
lf, 28, 0.000000
fg, 29, 0.000000
rs, 29, 0.000000
ln, 29, 0.000000
tv, 29, 0.000000
fi, 29, 0.000000
pu, 29, 0.000000
rw, 29, 0.000000
bh, 29, 0.000000
pv, 29, 0.000000
ya, 29, 0.000000
ju, 29, 0.000000
yf, 29, 0.000000
jy, 29, 0.000000
bw, 29, 0.000000
od, 29, 0.000000
oj, 29, 0.000000
ie, 29, 0.000000
kj, 29, 0.000000
ml, 29, 0.000000
qp, 29, 0.000000
cd, 29, 4.524887
ad, 29, 4.524887
eh, 29, 0.000000
qv, 29, 0.000000
gn, 29, 0.000000
gr, 29, 0.000000
kv, 29, 0.000000
mx, 29, 0.000000
ta, 29, 0.000000
es, 29, 0.000000
iz, 29, 0.000000
ax, 29, 0.000000
cz, 29, 4.524887
lf, 29, 0.000000
fg, 30, 0.000000
rs, 30, 0.000000
ln, 30, 0.000000
tv, 30, 0.000000
fi, 30, 0.000000
pu, 30, 0.000000
rw, 30, 0.000000
bh, 30, 0.000000
pv, 30, 0.000000
ya, 30, 0.000000
ju, 30, 0.000000
yf, 30, 0.000000
jy, 30, 0.000000
bw, 30, 0.000000
od, 30, 0.000000
oj, 30, 0.000000
ie, 30, 0.000000
kj, 30, 0.000000
ml, 30, 0.000000
qp, 30, 0.000000
cd, 30, 4.524887
ad, 30, 4.524887
eh, 30, 0.000000
qv, 30, 0.000000
gn, 30, 0.000000
gr, 30, 0.000000
kv, 30, 0.000000
mx, 30, 0.000000
ta, 30, 0.000000
es, 30, 0.000000
iz, 30, 0.000000
ax, 30, 0.000000
cz, 30, 4.524887
lf, 30, 0.000000
fg, 31, 0.000000
rs, 31, 0.000000
ln, 31, 0.000000
tv, 31, 0.000000
fi, 31, 0.000000
pu, 31, 0.000000
rw, 31, 0.000000
bh, 31, 0.000000
pv, 31, 0.000000
ya, 31, 0.000000
ju, 31, 0.000000
yf, 31, 0.000000
jy, 31, 0.000000
bw, 31, 0.000000
od, 31, 0.000000
oj, 31, 0.000000
ie, 31, 0.000000
kj, 31, 0.000000
ml, 31, 0.000000
qp, 31, 0.000000
cd, 31, 4.524887
ad, 31, 4.524887
eh, 31, 0.000000
qv, 31, 0.000000
gn, 31, 0.000000
gr, 31, 0.000000
kv, 31, 0.000000
mx, 31, 0.000000
ta, 31, 0.000000
es, 31, 0.000000
iz, 31, 0.000000
ax, 31, 0.000000
cz, 31, 4.524887
lf, 31, 0.000000
fg, 32, 0.000000
rs, 32, 0.000000
ln, 32, 0.000000
tv, 32, 0.000000
fi, 32, 0.000000
pu, 32, 0.000000
rw, 32, 0.000000
bh, 32, 0.000000
pv, 32, 0.000000
ya, 32, 0.000000
ju, 32, 0.000000
yf, 32, 0.000000
jy, 32, 0.000000
bw, 32, 0.000000
od, 32, 0.000000
oj, 32, 0.000000
ie, 32, 0.000000
kj, 32, 0.000000
ml, 32, 0.000000
qp, 32, 0.000000
cd, 32, 4.524887
ad, 32, 4.524887
eh, 32, 0.000000
qv, 32, 0.000000
gn, 32, 0.000000
gr, 32, 0.000000
kv, 32, 0.000000
mx, 32, 0.000000
ta, 32, 0.000000
es, 32, 0.000000
iz, 32, 0.000000
ax, 32, 0.000000
cz, 32, 4.524887
lf, 32, 0.000000
fg, 33, 0.000000
rs, 33, 0.000000
ln, 33, 0.000000
tv, 33, 0.000000
fi, 33, 0.000000
pu, 33, 0.000000
rw, 33, 0.000000
bh, 33, 0.000000
pv, 33, 0.000000
ya, 33, 0.000000
ju, 33, 0.000000
yf, 33, 0.000000
jy, 33, 0.000000
bw, 33, 0.000000
od, 33, 0.000000
oj, 33, 0.000000
ie, 33, 0.000000
kj, 33, 0.000000
ml, 33, 0.000000
qp, 33, 0.000000
cd, 33, 4.524887
ad, 33, 4.524887
eh, 33, 0.000000
qv, 33, 0.000000
gn, 33, 0.000000
gr, 33, 0.000000
kv, 33, 0.000000
mx, 33, 0.000000
ta, 33, 0.000000
es, 33, 0.000000
iz, 33, 0.000000
ax, 33, 0.000000
cz, 33, 4.524887
lf, 33, 0.000000
fg, 34, 0.000000
rs, 34, 0.000000
ln, 34, 0.000000
tv, 34, 0.000000
fi, 34, 0.000000
pu, 34, 0.000000
rw, 34, 0.000000
bh, 34, 0.000000
pv, 34, 0.000000
ya, 34, 0.000000
ju, 34, 0.000000
yf, 34, 0.000000
jy, 34, 0.000000
bw, 34, 0.000000
od, 34, 0.000000
oj, 34, 0.000000
ie, 34, 0.000000
kj, 34, 0.000000
ml, 34, 0.000000
qp, 34, 0.000000
cd, 34, 4.524887
ad, 34, 4.524887
eh, 34, 0.000000
qv, 34, 0.000000
gn, 34, 0.000000
gr, 34, 0.000000
kv, 34, 0.000000
mx, 34, 0.000000
ta, 34, 0.000000
es, 34, 0.000000
iz, 34, 0.000000
ax, 34, 0.000000
cz, 34, 4.524887
lf, 34, 0.000000
fg, 35, 0.000000
rs, 35, 0.000000
ln, 35, 0.000000
tv, 35, 0.000000
fi, 35, 0.000000
pu, 35, 0.000000
rw, 35, 0.000000
bh, 35, 0.000000
pv, 35, 0.000000
ya, 35, 0.000000
ju, 35, 0.000000
yf, 35, 0.000000
jy, 35, 0.000000
bw, 35, 0.000000
od, 35, 0.000000
